id,user_id,group_id,type,amount,category,description,recorded_by,date,created_at,ward_id
d41df2cf-78f2-460b-bd05-a84e4f43e84e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_4b220433-a62e-4445-b61d-f34b8bc1a6c3],Hệ thống tự động,2026-09-03,2026-09-03 03:49:35.321+00,00000000-0000-0000-0000-000000000000
e4d52169-2bb4-464e-ac1c-9bfddfdfbafa,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_35cde71e-fdf4-49c4-9aa5-2c24c0af8728],Hệ thống tự động,2026-09-03,2026-09-03 03:49:35.326+00,00000000-0000-0000-0000-000000000000
efcdca61-a218-49aa-bd7f-6a7b702aac23,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ DẦN [QUY_0113bbb3-0dc0-4f16-ac6c-f7079b977b3c],Hệ thống tự động,2026-09-03,2026-09-03 03:50:36.584+00,00000000-0000-0000-0000-000000000000
a7325d81-2e20-4fc8-9e4b-24eada72b08d,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_02701052-0136-47d3-b663-2739480bea66],Hệ thống tự động,2026-09-03,2026-09-03 03:39:35.403+00,00000000-0000-0000-0000-000000000000
2b71a51a-cbf4-4407-bdbc-11dfae49ff3e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_12e41447-b8f3-4e58-b233-815a45c4b9d6],Hệ thống tự động,2026-09-03,2026-09-03 03:39:35.404+00,00000000-0000-0000-0000-000000000000
e3e6e785-260b-4d8a-b6ec-f7f6bb292aab,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ DẦN [QUY_26f14490-0208-41ce-a0cb-ce6015495908],Hệ thống tự động,2026-09-03,2026-09-03 03:39:35.411+00,00000000-0000-0000-0000-000000000000
41b6c7a4-7c82-4b56-af1a-bf2e4b6e560a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_a1baccc8-5c58-453f-b1c7-faef42e3db43],Hệ thống tự động,2026-09-03,2026-09-03 03:39:19.398+00,00000000-0000-0000-0000-000000000000
fe6235e3-81cc-48c8-b82c-e12ac01ec2f7,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_e7e3ea28-c93b-4eaf-aab8-3696dbb4dd79],Hệ thống tự động,2026-09-03,2026-09-03 03:40:54.237+00,00000000-0000-0000-0000-000000000000
368451bb-81b6-48c5-80fd-d24361dbe56e,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_5dd2dc8f-bd35-428e-8bdc-cd540e6f8923],Hệ thống tự động,2026-09-03,2026-09-03 03:41:46.98+00,00000000-0000-0000-0000-000000000000
9b18417d-b49a-411d-84f9-da8d957d90af,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_e2409a3c-121e-4285-ae88-342796c31de4]",Hệ thống tự động,2026-09-03,2026-09-01 10:49:55.56+00,00000000-0000-0000-0000-000000000000
76b3f966-4a65-43d0-a435-2c4142b8eff8,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_7439fb3b-d20b-4d58-a801-80d8a701873f],Hệ thống tự động,2026-09-03,2026-09-03 03:43:11.68+00,00000000-0000-0000-0000-000000000000
c9cdfe08-7168-4762-bbea-cc9216db4c8f,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_4fc30c32-3ceb-4eed-8857-a884cd7e3449],Hệ thống tự động,2026-09-03,2026-09-03 03:43:30.656+00,00000000-0000-0000-0000-000000000000
694d9391-a243-454d-80d3-f8225d1320ff,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_7e45bd54-4cb8-4ea7-a37b-94a9a76260c9]",Hệ thống tự động,2026-09-03,2026-09-03 03:43:30.66+00,00000000-0000-0000-0000-000000000000
25e362e0-efef-4397-9421-cc5b1343d37a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_2db74bd5-ff1f-4d9b-bf17-a0aa68292f5b],Hệ thống tự động,2026-09-03,2026-09-03 03:44:40.975+00,00000000-0000-0000-0000-000000000000
30586d2f-bd54-4d37-af44-53ff15c78d2a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_8f0e654d-2919-45bd-afae-8875515ea203],Hệ thống tự động,2026-09-03,2026-09-03 03:45:49.646+00,00000000-0000-0000-0000-000000000000
ddbf135f-3d00-4cd1-9d65-80f352bd2e1d,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_e40b1768-a695-483d-aeb1-ccf9b07089ae],Hệ thống tự động,2026-09-03,2026-09-03 03:45:49.651+00,00000000-0000-0000-0000-000000000000
a079d62c-9e71-4299-94d7-1690dbad71e5,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_8a54023f-89fe-4974-9511-ed69402de1fa],Hệ thống tự động,2026-09-03,2026-09-03 03:45:26.566+00,00000000-0000-0000-0000-000000000000
0cac19b4-c774-4f7a-a12e-b2e7b6379df7,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_aa0c17b2-7efa-49fb-a95a-3e9119d5d8a3],Hệ thống tự động,2026-09-03,2026-09-03 03:46:56.77+00,00000000-0000-0000-0000-000000000000
4a24ee68-32db-471a-bc14-56b35f59c627,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_bf1a7155-d811-4a4a-802f-07c6634d22f7],Hệ thống tự động,2026-09-03,2026-09-03 03:48:15.946+00,00000000-0000-0000-0000-000000000000
c6018c90-e421-4d7a-9abc-f1957dca6abd,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_94643fcf-bdc5-456c-a059-803b19168f6f],Hệ thống tự động,2026-09-03,2026-09-03 03:48:19.989+00,00000000-0000-0000-0000-000000000000
560ccf6f-d8a9-4715-a887-4c6544874e94,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_30f51cae-1110-4fde-872b-aa93cc6922e1]",Hệ thống tự động,2026-09-03,2026-09-03 03:48:19.994+00,00000000-0000-0000-0000-000000000000
6c4a3f1a-1d91-43d6-99a2-9f0a1ecb69b0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_91023ee7-4bf8-4954-beaf-00ddf41b820e],Hệ thống tự động,2026-09-03,2026-09-03 03:48:55.082+00,00000000-0000-0000-0000-000000000000
7cdd14c6-5587-462f-933c-349d531ffa37,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_45bcadf6-eec5-487f-921c-958f2b347778],Hệ thống tự động,2026-09-03,2026-09-03 03:50:36.582+00,00000000-0000-0000-0000-000000000000
413c8c98-bc31-4091-869c-d45e901e7699,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_ef65716b-3b6d-4e8c-9fba-db9081b7a694],Hệ thống tự động,2026-09-03,2026-09-03 03:39:35.401+00,00000000-0000-0000-0000-000000000000
54c61d37-5377-421f-a125-ee5cf7dd4ca3,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_18033682-6556-4a3d-9934-ab0fdeec9242],Hệ thống tự động,2026-09-03,2026-09-03 03:39:37.724+00,00000000-0000-0000-0000-000000000000
333360e7-e1ba-4e6e-9964-0fd5cf0c061f,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_6d741938-3523-4482-9802-8d05838045f9],Hệ thống tự động,2026-09-03,2026-09-03 03:39:19.395+00,00000000-0000-0000-0000-000000000000
af5ad960-2899-4f3a-b27a-46ea1da7c9ba,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_17ea7b7c-47ca-41f4-ac3f-4990e8d38494],Hệ thống tự động,2026-09-03,2026-09-03 03:40:17.746+00,00000000-0000-0000-0000-000000000000
d4b7495b-c4e3-44dc-ab76-2bc7f5861546,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_ff1fcc0e-0874-466e-a1e1-44a927c629ed],Hệ thống tự động,2026-09-03,2026-09-03 03:40:25.202+00,00000000-0000-0000-0000-000000000000
5c408c93-b7bb-49c5-9e0b-2b56f419605d,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_bd4c3b84-da05-4e90-b0eb-7dbea2a92f7e],Hệ thống tự động,2026-09-03,2026-09-03 03:40:25.208+00,00000000-0000-0000-0000-000000000000
190400d6-1cee-4978-99e0-073cd3e5345c,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_e01f9b2c-77db-415e-8f59-48b0825dc3c2],Hệ thống tự động,2026-09-03,2026-09-03 03:40:54.236+00,00000000-0000-0000-0000-000000000000
0dad4cc9-b72a-4699-8151-ae570af1efb5,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_6cf2754b-b033-4b97-b5c0-a91a532d4857]",Hệ thống tự động,2026-09-03,2026-09-03 03:41:46.977+00,00000000-0000-0000-0000-000000000000
d1695a8f-959d-42b6-9eb4-1244bbbc97ae,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_23e313a1-d714-4316-b3a7-9f8e61a0c639],Hệ thống tự động,2026-09-03,2026-09-03 03:42:46.304+00,00000000-0000-0000-0000-000000000000
d506ea95-c2d7-41e7-af32-2af2a7ea3045,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_f4f07156-0541-4fc4-83a3-980269459030]",Hệ thống tự động,2026-09-03,2026-09-03 03:43:11.676+00,00000000-0000-0000-0000-000000000000
efd4f96f-7aad-4720-8d3b-467a697852e1,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ DẦN [QUY_47843b54-e93f-4a7d-bf86-20d06ceb8aa4],Hệ thống tự động,2026-09-03,2026-09-03 03:43:11.684+00,00000000-0000-0000-0000-000000000000
8c8574c8-090a-4d14-934e-3c3c41789ada,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_2e28fd9c-922d-4fe0-a070-b186c2828627],Hệ thống tự động,2026-09-03,2026-09-03 03:43:30.655+00,00000000-0000-0000-0000-000000000000
7d733430-e880-401d-b5d0-169671e5da87,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_a95e9596-ad51-4dd3-a141-e659953a510f],Hệ thống tự động,2026-09-03,2026-09-03 03:44:27.652+00,00000000-0000-0000-0000-000000000000
e05d1e10-abeb-4e2e-ba56-1c4a741ec101,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_9aa7658a-75c8-4d7b-8994-d412ef654169]",Hệ thống tự động,2026-09-03,2026-09-03 03:44:40.974+00,00000000-0000-0000-0000-000000000000
a8edca45-bacd-4e39-92f2-c80f0db6edd5,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_6d46c9fe-0273-45c7-b9d5-34c0bb8981bc]",Hệ thống tự động,2026-09-03,2026-09-03 03:44:40.983+00,00000000-0000-0000-0000-000000000000
a47e36a9-6533-4603-99b8-6c3249c16a9b,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_afb71c60-4e82-4918-b9fa-a00b9115696b]",Hệ thống tự động,2026-09-03,2026-09-03 03:45:26.562+00,00000000-0000-0000-0000-000000000000
33a28384-9756-4472-bf10-53f32d5a18f0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_2a3f06d8-b1ac-4a1f-bd6f-b25fcf02af24],Hệ thống tự động,2026-09-03,2026-09-03 03:45:26.563+00,00000000-0000-0000-0000-000000000000
a276f9f9-99e6-44e7-b08c-09c648a49dd0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_ffd6fc80-5be5-442f-855d-b0d5ed8ade98],Hệ thống tự động,2026-09-03,2026-09-01 10:49:55.527+00,00000000-0000-0000-0000-000000000000
653c6c9c-5210-4bcf-b08b-a03554526cd9,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_93d6ff3a-7e68-47eb-8479-343bb9d836ab]",Hệ thống tự động,2026-09-03,2026-09-03 03:48:08.979+00,00000000-0000-0000-0000-000000000000
0d386722-700c-414f-8c3b-50fcb467a578,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_1ad7d7e5-fd68-48ff-8a21-8771558715d3],Hệ thống tự động,2026-09-03,2026-09-03 03:48:08.982+00,00000000-0000-0000-0000-000000000000
b84ceea2-effb-4891-80c3-9c766ebd7be7,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_21dcfb94-95b6-4932-b4c2-6eded4c64dd8],Hệ thống tự động,2026-09-03,2026-09-03 03:48:15.954+00,00000000-0000-0000-0000-000000000000
0029d318-f277-4e15-aecd-6b641d5bdd16,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_a78fd240-e619-4700-94cc-f13b9d3b42bd],Hệ thống tự động,2026-09-03,2026-09-03 03:48:22.447+00,00000000-0000-0000-0000-000000000000
bd0dfa67-18d4-48aa-9f75-41df72147410,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_32487bf9-fc8a-404d-8ae0-5ca2bb0b4933]",Hệ thống tự động,2026-09-03,2026-09-03 03:48:22.452+00,00000000-0000-0000-0000-000000000000
a6d99c3c-f3c8-4d75-993c-ab38b3a191f8,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_3e38e9e1-b1e9-4d19-b532-3beca28954f4],Hệ thống tự động,2026-09-03,2026-09-03 03:48:55.085+00,00000000-0000-0000-0000-000000000000
299b8779-55d9-419c-b664-413cbab6445a,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ DẦN [QUY_50a14239-dee7-4452-84a0-187447a6dc61],Hệ thống tự động,2026-09-03,2026-09-03 03:49:32.358+00,00000000-0000-0000-0000-000000000000
5d86a938-6699-4fbb-9f5c-2e7528e2f6ea,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_0dd3ef12-cdc1-4f95-8a19-c7f8380d1a6d]",Hệ thống tự động,2026-09-03,2026-09-03 03:39:37.721+00,00000000-0000-0000-0000-000000000000
452d42d1-003f-4755-94cd-e4d15277cb55,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_5e58e91d-0fe3-48f1-8b08-8305f47ab1b7],Hệ thống tự động,2026-09-03,2026-09-03 03:39:37.723+00,00000000-0000-0000-0000-000000000000
03e5c2f5-58cd-4a38-b942-03a52de88ba8,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_6d094edb-5b4e-4d02-b587-272f5bb6cce5]",Hệ thống tự động,2026-09-03,2026-09-03 03:39:37.727+00,00000000-0000-0000-0000-000000000000
51461367-b1fd-46f1-906d-d7e627fe62eb,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,24000,Kinh phí tổ chức tang lễ,Thu Kinh phí tổ chức tang lễ - Hộ NGUYỄN THỊ DẦN [QUY_1751d54b-cd1d-42d6-95da-1bed7e828bbd],Hệ thống tự động,2026-09-03,2026-09-03 03:39:19.404+00,00000000-0000-0000-0000-000000000000
285e12d3-7a92-4ebc-a72d-8ef71d622293,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,6000,"Kinh phí bảo vệ, vệ sinh Nhà văn hóa","Thu Kinh phí bảo vệ, vệ sinh Nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_75a29b2e-47b5-4b2f-ade3-4eeda333c72a]",Hệ thống tự động,2026-09-03,2026-09-03 03:40:17.74+00,00000000-0000-0000-0000-000000000000
64050ef0-5e9f-4d3a-ac99-985954403be0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,2200,Internet nhà văn hóa TDP,Thu Internet nhà văn hóa TDP - Hộ NGUYỄN THỊ DẦN [QUY_5784f62f-2e85-4cc6-81b6-e03b001d92b4],Hệ thống tự động,2026-09-03,2026-09-03 03:40:54.231+00,00000000-0000-0000-0000-000000000000
494ffcd7-1fd0-4d5b-81cb-7d13d536a937,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Kinh phí chi hoạt động văn hóa - an sinh xã hội,Thu Kinh phí chi hoạt động văn hóa - an sinh xã hội - Hộ NGUYỄN THỊ DẦN [QUY_8ac2f7cb-c6df-4e41-b5f1-1efb3c4a8cc8],Hệ thống tự động,2026-09-03,2026-09-03 03:41:46.981+00,00000000-0000-0000-0000-000000000000
f6d201a0-45cd-4178-ae82-6369c8fa00e4,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_cbd5a02e-7da6-44e1-8342-ce4401ae680a],Hệ thống tự động,2026-09-03,2026-09-03 03:43:11.675+00,00000000-0000-0000-0000-000000000000
3a37432b-4486-4bd6-a269-af692012fd30,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,Quỹ khuyến học,Thu Quỹ khuyến học - Hộ NGUYỄN THỊ DẦN [QUY_1e075f20-68cc-4b47-8363-579080e9b990],Hệ thống tự động,2026-09-03,2026-09-03 03:45:49.656+00,00000000-0000-0000-0000-000000000000
913502e0-542b-4702-af78-c56f3a37c9a0,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_3665b03a-69a7-424c-b117-b23f99723c2c]",Hệ thống tự động,2026-09-03,2026-09-03 03:45:49.657+00,00000000-0000-0000-0000-000000000000
b7e1d899-2645-462b-93bb-1e61bf2bf8ca,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,5000,Kinh phí chè nước cho các hội họp TDP,Thu Kinh phí chè nước cho các hội họp TDP - Hộ NGUYỄN THỊ DẦN [QUY_a5140ae2-6860-4974-b528-0df734cfd779],Hệ thống tự động,2026-09-03,2026-09-03 03:45:26.565+00,00000000-0000-0000-0000-000000000000
b18fb55b-32a4-41a2-b252-010748775a46,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_1edf2279-3071-4608-a2bd-1ef1da9e2ad2],Hệ thống tự động,2026-09-03,2026-09-03 03:46:56.766+00,00000000-0000-0000-0000-000000000000
017bf06b-7c09-4714-8e1c-28cdf82ee91c,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,20000,Kinh phí cho điện chiếu sáng của 7 nhà văn hóa,Thu Kinh phí cho điện chiếu sáng của 7 nhà văn hóa - Hộ NGUYỄN THỊ DẦN [QUY_9330f77c-5366-4872-b9ca-69b3d957e471],Hệ thống tự động,2026-09-03,2026-09-03 03:48:13.263+00,00000000-0000-0000-0000-000000000000
4e7ba100-62c0-4cea-99e6-88e423b9b538,b3c31146-3399-4add-b600-7f39f34a1bac,NAM_SAM_SON_01,income,50000,"Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng.","Thu Kinh phí chi hoạt động chăm sóc thiếu niên, nhi đồng. - Hộ NGUYỄN THỊ DẦN [QUY_15d18362-38ee-413f-8cb4-77f8bda04507]",Hệ thống tự động,2026-09-03,2026-09-03 03:48:13.271+00,00000000-0000-0000-0000-000000000000
